,DATE_TIME,PLANT_ID,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,Date,Time,Relative Humidity (%),Pressure (hPa),Wind speed (m/s),Wind direction,Rainfall (kg/m2)
52,16/5/2020 15:00,4135001,32.43687973,45.77020907,0.503626383,16/5/2020,15:00:00,70.09,996.07,4.37,305.23,3.60E-05
53,16/5/2020 15:15,4135001,32.52414947,45.84053753,0.419735824,16/5/2020,15:15:00,70.78,996.18,4.29,305.38,4.00E-05
54,16/5/2020 15:30,4135001,32.3280254,43.17009267,0.349962358,16/5/2020,15:30:00,71.48,996.29,4.21,305.54,4.30E-05
55,16/5/2020 15:45,4135001,32.10339147,39.81443887,0.261408532,16/5/2020,15:45:00,72.05,996.38,4.15,305.37,4.30E-05
56,16/5/2020 16:00,4135001,32.02910173,37.712012,0.227681253,16/5/2020,16:00:00,72.51,996.44,4.11,304.84,3.70E-05
57,16/5/2020 16:15,4135001,31.9597596,36.30115747,0.191869824,16/5/2020,16:15:00,72.97,996.51,4.06,304.3,3.20E-05
58,16/5/2020 16:30,4135001,31.90710457,35.77269607,0.175596984,16/5/2020,16:30:00,73.44,996.58,4.02,303.75,2.70E-05
59,16/5/2020 16:45,4135001,31.88745533,34.78123607,0.150128168,16/5/2020,16:45:00,73.86,996.63,3.98,303.41,2.60E-05
60,16/5/2020 17:00,4135001,31.74708247,33.73915807,0.133743208,16/5/2020,17:00:00,74.22,996.65,3.95,303.27,3.00E-05
61,16/5/2020 17:15,4135001,31.54080187,32.7458964,0.109053603,16/5/2020,17:15:00,74.6,996.68,3.91,303.13,3.30E-05
62,16/5/2020 17:30,4135001,31.30016687,31.59976787,0.079587311,16/5/2020,17:30:00,74.97,996.71,3.88,302.99,3.70E-05
63,16/5/2020 17:45,4135001,31.0485982,30.12416173,0.050450764,16/5/2020,17:45:00,75.32,996.69,3.84,302.97,3.50E-05
64,16/5/2020 18:00,4135001,30.31168413,28.36227433,0.026212863,16/5/2020,18:00:00,75.64,996.62,3.79,303.07,2.80E-05
65,16/5/2020 18:15,4135001,29.54822573,26.94033807,0.008812281,16/5/2020,18:15:00,75.96,996.55,3.74,303.18,2.20E-05
66,16/5/2020 18:30,4135001,28.97306333,25.9079486,0.00035945,16/5/2020,18:30:00,76.29,996.48,3.69,303.29,1.50E-05
67,16/5/2020 18:45,4135001,28.6859842,25.50321853,0,16/5/2020,18:45:00,76.58,996.38,3.63,303.45,1.40E-05
68,16/5/2020 19:00,4135001,28.31019579,25.37907214,0,16/5/2020,19:00:00,76.85,996.27,3.55,303.67,2.00E-05
69,16/5/2020 19:15,4135001,27.9578898,25.1996236,0,16/5/2020,19:15:00,77.12,996.15,3.47,303.9,2.60E-05
70,16/5/2020 19:30,4135001,27.57085773,25.1651774,0,16/5/2020,19:30:00,77.39,996.03,3.39,304.14,3.20E-05
71,16/5/2020 19:45,4135001,27.256431,24.9509702,0,16/5/2020,19:45:00,77.65,995.92,3.3,304.4,8.00E-05
72,16/5/2020 20:00,4135001,26.9411986,24.4972452,0,16/5/2020,20:00:00,77.91,995.82,3.2,304.67,0.00017
73,16/5/2020 20:15,4135001,26.70199373,24.07971407,0,16/5/2020,20:15:00,78.16,995.72,3.1,304.95,0.00026
74,16/5/2020 20:30,4135001,26.483793,23.82730513,0,16/5/2020,20:30:00,78.42,995.62,3,305.26,0.00035
75,16/5/2020 20:45,4135001,26.31202486,23.62220114,0,16/5/2020,20:45:00,78.71,995.54,2.93,305.76,0.000378
76,16/5/2020 21:00,4135001,26.0082478,23.32152507,0,16/5/2020,21:00:00,79.03,995.48,2.89,306.44,0.000344
77,16/5/2020 21:15,4135001,25.61655473,22.952588,0,16/5/2020,21:15:00,79.36,995.42,2.85,307.14,0.000311
78,16/5/2020 21:30,4135001,25.28644193,22.64899693,0,16/5/2020,21:30:00,79.69,995.36,2.81,307.86,0.000277
79,16/5/2020 21:45,4135001,25.1239094,22.43270273,0,16/5/2020,21:45:00,80.01,995.32,2.8,308.8,0.00035
80,16/5/2020 22:00,4135001,25.0534728,22.2860412,0,16/5/2020,22:00:00,80.31,995.32,2.81,309.93,0.000532
81,16/5/2020 22:15,4135001,24.8400106,22.0829142,0,16/5/2020,22:15:00,80.61,995.31,2.83,311.05,0.000713
82,16/5/2020 22:30,4135001,24.61206653,21.97715853,0,16/5/2020,22:30:00,80.91,995.3,2.85,312.15,0.000895
83,16/5/2020 22:45,4135001,24.49298086,22.05269729,0,16/5/2020,22:45:00,81.09,995.33,2.89,313.37,0.00109
84,16/5/2020 23:00,4135001,24.46162507,22.18635247,0,16/5/2020,23:00:00,81.14,995.41,2.94,314.66,0.001298
85,16/5/2020 23:15,4135001,24.39256807,22.2029236,0,16/5/2020,23:15:00,81.19,995.48,3,315.91,0.001507
86,16/5/2020 23:30,4135001,24.3780212,22.11262207,0,16/5/2020,23:30:00,81.25,995.56,3.06,317.11,0.001716
87,16/5/2020 23:45,4135001,24.2493468,21.81421107,0,16/5/2020,23:45:00,81.29,995.68,3.11,318.3,0.001834
88,17/5/2020 0:00,4135001,24.17016593,21.63149,0,17/5/2020,0:00:00,84.78,994.23,3.41,334.42,0.002663
89,17/5/2020 0:15,4135001,24.01153147,21.6482788,0,17/5/2020,0:15:00,81.35,996,3.18,320.67,0.001888
90,17/5/2020 0:30,4135001,23.8949484,21.48822633,0,17/5/2020,0:30:00,81.38,996.17,3.22,321.81,0.001915
91,17/5/2020 0:45,4135001,23.936809,21.51564464,0,17/5/2020,0:45:00,81.15,996.35,3.3,323.07,0.001871
92,17/5/2020 1:00,4135001,23.87931507,21.53955707,0,17/5/2020,1:00:00,80.64,996.55,3.42,324.4,0.001756
93,17/5/2020 1:15,4135001,23.75795087,21.39526567,0,17/5/2020,1:15:00,80.14,996.74,3.54,325.63,0.001641
94,17/5/2020 1:30,4135001,23.73213194,21.87146944,0,17/5/2020,1:30:00,79.64,996.94,3.66,326.79,0.001526
95,17/5/2020 1:45,4135001,23.72653607,21.64628907,0,17/5/2020,1:45:00,78.66,997.14,3.75,327.79,0.001335
96,17/5/2020 2:00,4135001,23.5248778,21.33722527,0,17/5/2020,2:00:00,77.23,997.34,3.8,328.67,0.00107
97,17/5/2020 2:15,4135001,23.45815413,21.35768833,0,17/5/2020,2:15:00,75.82,997.53,3.85,329.54,0.000805
98,17/5/2020 2:30,4135001,23.3887412,21.38264987,0,17/5/2020,2:30:00,74.44,997.73,3.9,330.38,0.00054
99,17/5/2020 2:45,4135001,23.26528493,21.25517264,0,17/5/2020,2:45:00,72.69,997.89,3.91,330.83,0.000397
100,17/5/2020 3:00,4135001,23.3172954,21.50079127,0,17/5/2020,3:00:00,70.6,998.03,3.9,330.9,0.000378
101,17/5/2020 3:15,4135001,23.2138916,21.4639018,0,17/5/2020,3:15:00,68.57,998.16,3.88,330.97,0.000358
102,17/5/2020 3:30,4135001,22.9518738,20.87708947,0,17/5/2020,3:30:00,66.59,998.29,3.86,331.04,0.000338
103,17/5/2020 3:45,4135001,22.941931,20.8091066,0,17/5/2020,3:45:00,64.52,998.36,3.84,330.87,0.00031
104,17/5/2020 4:00,4135001,22.86391193,20.7552002,0,17/5/2020,4:00:00,62.37,998.37,3.81,330.45,0.000274
105,17/5/2020 4:15,4135001,22.82215787,20.88553047,0,17/5/2020,4:15:00,60.28,998.38,3.79,330.02,0.000238
106,17/5/2020 4:30,4135001,22.8671814,21.15483607,0,17/5/2020,4:30:00,58.25,998.39,3.76,329.59,0.000202
107,17/5/2020 4:45,4135001,22.74696047,21.0750916,0,17/5/2020,4:45:00,56.43,998.32,3.74,328.44,0.00019
108,17/5/2020 5:00,4135001,22.56799927,20.84764007,0,17/5/2020,5:00:00,54.81,998.17,3.73,326.56,0.000202
109,17/5/2020 5:15,4135001,22.57251407,20.91312521,0,17/5/2020,5:15:00,53.24,998.02,3.72,324.68,0.000215
110,17/5/2020 5:30,4135001,22.5491474,21.07022893,0,17/5/2020,5:30:00,51.71,997.87,3.71,322.78,0.000227
111,17/5/2020 5:45,4135001,22.5879394,21.22639153,0.000333455,17/5/2020,5:45:00,50.48,997.67,3.73,319.81,0.0003
112,17/5/2020 6:00,4135001,22.69311313,21.41633907,0.004784626,17/5/2020,6:00:00,49.53,997.42,3.78,315.84,0.000433
113,17/5/2020 6:15,4135001,22.79481627,21.68954673,0.012349708,17/5/2020,6:15:00,48.6,997.17,3.85,311.99,0.000566
114,17/5/2020 6:30,4135001,22.68567307,21.89033827,0.034180881,17/5/2020,6:30:00,47.69,996.93,3.93,308.29,0.000698
115,17/5/2020 6:45,4135001,22.94856573,22.59763193,0.067904608,17/5/2020,6:45:00,47.04,996.66,4.06,304.55,0.000697
116,17/5/2020 7:00,4135001,23.29249893,23.8324564,0.106996056,17/5/2020,7:00:00,46.64,996.37,4.24,300.9,0.000563
117,17/5/2020 7:15,4135001,23.61099233,25.83404733,0.196433397,17/5/2020,7:15:00,46.24,996.08,4.44,297.55,0.000428
118,17/5/2020 7:30,4135001,23.90845814,27.4991695,0.221922492,17/5/2020,7:30:00,45.84,995.79,4.64,294.49,0.000294
119,17/5/2020 7:45,4135001,24.33187667,30.97835493,0.322464755,17/5/2020,7:45:00,45.66,995.52,4.88,292.01,0.000226
120,17/5/2020 8:00,4135001,25.0617614,34.63271467,0.378702412,17/5/2020,8:00:00,45.69,995.27,5.13,290.06,0.000224
121,17/5/2020 8:15,4135001,25.64680373,37.81797673,0.383550269,17/5/2020,8:15:00,45.73,995.02,5.39,288.29,0.000223
122,17/5/2020 8:30,4135001,26.14622593,40.32618213,0.416975347,17/5/2020,8:30:00,45.76,994.78,5.66,286.69,0.000221
123,17/5/2020 8:45,4135001,27.0309326,44.45619293,0.561811632,17/5/2020,8:45:00,45.99,994.57,5.9,285.66,0.000357
124,17/5/2020 9:00,4135001,27.683191,48.176432,0.576084459,17/5/2020,9:00:00,46.41,994.4,6.12,285.14,0.000631
125,17/5/2020 9:15,4135001,27.98594029,45.11740971,0.441706429,17/5/2020,9:15:00,46.84,994.23,6.35,284.65,0.000904
126,17/5/2020 9:30,4135001,28.59910273,46.90497853,0.626964662,17/5/2020,9:30:00,47.27,994.06,6.57,284.2,0.001178
127,17/5/2020 9:45,4135001,29.23562,49.9406148,0.772358071,17/5/2020,9:45:00,47.83,993.95,6.74,284.12,0.001352
128,17/5/2020 10:00,4135001,30.09131267,52.08946933,0.753537445,17/5/2020,10:00:00,48.54,993.9,6.86,284.39,0.001428
129,17/5/2020 10:15,4135001,30.02618813,48.93250113,0.717545169,17/5/2020,10:15:00,49.26,993.85,6.98,284.65,0.001504
130,17/5/2020 10:30,4135001,30.15890107,50.7184002,0.685881602,17/5/2020,10:30:00,49.98,993.8,7.09,284.89,0.00158
131,17/5/2020 10:45,4135001,31.06742553,55.4462772,0.855109075,17/5/2020,10:45:00,50.93,993.78,7.15,285.29,0.001479
132,17/5/2020 11:00,4135001,31.16485807,55.28936173,0.812389053,17/5/2020,11:00:00,52.11,993.8,7.16,285.83,0.001201
133,17/5/2020 11:15,4135001,31.53113,60.20856953,0.997903636,17/5/2020,11:15:00,53.32,993.83,7.17,286.38,0.000922
134,17/5/2020 11:30,4135001,32.31780807,63.14558157,0.97745754,17/5/2020,11:30:00,54.56,993.85,7.17,286.92,0.000644
135,17/5/2020 11:45,4135001,32.5278644,61.8019916,0.869908956,17/5/2020,11:45:00,55.96,993.91,7.11,287.76,0.0005
136,17/5/2020 12:00,4135001,32.49596767,56.10107627,0.635450962,17/5/2020,12:00:00,57.54,994,6.99,288.93,0.000492
137,17/5/2020 12:15,4135001,32.98554907,55.0942282,0.783589389,17/5/2020,12:15:00,59.16,994.1,6.87,290.15,0.000483
138,17/5/2020 12:30,4135001,33.10833713,56.4158632,0.669670513,17/5/2020,12:30:00,60.82,994.2,6.75,291.4,0.000474
139,17/5/2020 12:45,4135001,33.6491878,56.55667753,0.837124353,17/5/2020,12:45:00,62.47,994.32,6.58,292.79,0.000471
140,17/5/2020 13:00,4135001,33.88692627,53.80755813,0.422498875,17/5/2020,13:00:00,64.11,994.49,6.35,294.36,0.000473
141,17/5/2020 13:15,4135001,33.05344033,43.3909484,0.451771234,17/5/2020,13:15:00,65.8,994.65,6.14,296.04,0.000476
142,17/5/2020 13:30,4135001,33.727413,54.2896504,0.742889743,17/5/2020,13:30:00,67.53,994.81,5.93,297.84,0.000478
143,17/5/2020 13:45,4135001,34.05229864,52.02791714,0.625084994,17/5/2020,13:45:00,68.99,994.96,5.73,299.56,0.000458
144,17/5/2020 14:00,4135001,34.48483913,55.32990507,0.697772575,17/5/2020,14:00:00,70.17,995.1,5.54,301.16,0.000417
145,17/5/2020 14:15,4135001,34.30416453,47.85390453,0.431178431,17/5/2020,14:15:00,71.37,995.23,5.36,302.87,0.000375
146,17/5/2020 14:30,4135001,34.02411533,44.90596927,0.315089903,17/5/2020,14:30:00,72.6,995.37,5.18,304.7,0.000334
147,17/5/2020 14:45,4135001,34.14708273,47.63582767,0.659827118,17/5/2020,14:45:00,73.58,995.5,5.02,306.33,0.000325
148,17/5/2020 15:00,4135001,35.10977173,54.05481967,0.683636201,17/5/2020,15:00:00,74.3,995.62,4.87,307.72,0.000349
149,17/5/2020 15:15,4135001,35.25248613,49.98867167,0.510241673,17/5/2020,15:15:00,75.04,995.74,4.73,309.2,0.000374
150,17/5/2020 15:30,4135001,34.98165257,49.41860521,0.590900486,17/5/2020,15:30:00,75.78,995.87,4.58,310.77,0.000398
151,17/5/2020 15:45,4135001,34.6127872,43.38971593,0.289312882,17/5/2020,15:45:00,76.38,995.97,4.46,312.01,0.000413
152,17/5/2020 16:00,4135001,34.737508,44.04532647,0.453365883,17/5/2020,16:00:00,76.85,996.05,4.35,312.87,0.000418
153,17/5/2020 16:15,4135001,31.03193886,39.52693836,0.338433116,17/5/2020,16:15:00,77.33,996.12,4.25,313.78,0.000423
154,17/5/2020 16:30,4135001,29.56562293,36.2766234,0.291312887,17/5/2020,16:30:00,77.8,996.2,4.14,314.74,0.000428
155,17/5/2020 16:45,4135001,29.36376953,35.6045024,0.257869254,17/5/2020,16:45:00,78.22,996.24,4.05,315.46,0.000468
156,17/5/2020 17:00,4135001,28.75074867,32.94330453,0.14100155,17/5/2020,17:00:00,78.57,996.25,3.98,315.93,0.000545
157,17/5/2020 17:15,4135001,28.2966472,30.6336732,0.117034171,17/5/2020,17:15:00,78.92,996.25,3.91,316.42,0.000621
158,17/5/2020 17:30,4135001,27.60173907,29.47836743,0.094512842,17/5/2020,17:30:00,79.28,996.26,3.84,316.92,0.000698
159,17/5/2020 17:45,4135001,26.7289,27.917517,0.061722936,17/5/2020,17:45:00,79.62,996.2,3.78,317.35,0.000684
160,17/5/2020 18:00,4135001,26.35418707,26.4137554,0.023625548,17/5/2020,18:00:00,79.96,996.09,3.73,317.69,0.000579
161,17/5/2020 18:15,4135001,26.1361226,25.3737672,0.010367788,17/5/2020,18:15:00,80.31,995.97,3.67,318.05,0.000474
162,17/5/2020 18:30,4135001,26.14108673,25.04768067,0.00083712,17/5/2020,18:30:00,80.65,995.85,3.62,318.41,0.00037
163,17/5/2020 18:45,4135001,25.9966144,24.61709587,0,17/5/2020,18:45:00,80.99,995.7,3.58,318.91,0.000384
164,17/5/2020 19:00,4135001,25.8602378,24.0412028,0,17/5/2020,19:00:00,81.31,995.53,3.55,319.54,0.000518
165,17/5/2020 19:15,4135001,25.98387433,24.02473347,0,17/5/2020,19:15:00,81.64,995.36,3.52,320.18,0.000652
166,17/5/2020 19:30,4135001,25.90812167,24.07766727,0,17/5/2020,19:30:00,81.96,995.19,3.49,320.84,0.000785
167,17/5/2020 19:45,4135001,25.81638657,24.16028707,0,17/5/2020,19:45:00,82.23,995.02,3.47,321.57,0.000925
168,17/5/2020 20:00,4135001,25.67117727,24.32260127,0,17/5/2020,20:00:00,82.44,994.85,3.46,322.36,0.001071
169,17/5/2020 20:15,4135001,25.50143227,23.83279847,0,17/5/2020,20:15:00,82.66,994.68,3.46,323.16,0.001216
170,17/5/2020 20:30,4135001,25.29024047,23.78933507,0,17/5/2020,20:30:00,82.87,994.5,3.45,323.96,0.001362
171,17/5/2020 20:45,4135001,25.28608,24.1300782,0,17/5/2020,20:45:00,83.07,994.35,3.45,324.62,0.001454
172,17/5/2020 21:00,4135001,25.3820984,24.566923,0,17/5/2020,21:00:00,83.26,994.22,3.44,325.14,0.001492
173,17/5/2020 21:15,4135001,22.50401007,21.09329027,0,17/5/2020,21:15:00,83.46,994.09,3.44,325.66,0.00153
174,17/5/2020 21:30,4135001,21.50778593,20.427958,0,17/5/2020,21:30:00,83.65,993.96,3.44,326.17,0.001568
175,17/5/2020 21:45,4135001,21.29480636,20.37712093,0,17/5/2020,21:45:00,83.82,993.89,3.45,326.79,0.00163
176,17/5/2020 22:00,4135001,21.23754673,20.449766,0,17/5/2020,22:00:00,83.96,993.86,3.46,327.49,0.001716
177,17/5/2020 22:15,4135001,21.26081347,20.511558,0,17/5/2020,22:15:00,84.1,993.83,3.47,328.19,0.001802
178,17/5/2020 22:30,4135001,21.314433,20.63365873,0,17/5/2020,22:30:00,84.24,993.8,3.49,328.88,0.001888
179,17/5/2020 22:45,4135001,21.31589153,20.69088327,0,17/5/2020,22:45:00,84.37,993.82,3.5,329.65,0.00204
180,17/5/2020 23:00,4135001,21.2205322,20.5905884,0,17/5/2020,23:00:00,84.47,993.89,3.49,330.51,0.002258
181,17/5/2020 23:15,4135001,21.21657507,20.6353922,0,17/5/2020,23:15:00,84.57,993.95,3.49,331.37,0.002476
182,17/5/2020 23:30,4135001,21.273112,20.63249327,0,17/5/2020,23:30:00,84.68,994.02,3.49,332.24,0.002693
183,17/5/2020 23:45,4135001,21.20941829,20.56311471,0,17/5/2020,23:45:00,84.75,994.11,3.46,333.24,0.002756
184,18/5/2020 0:00,4135001,21.1556906,20.59939973,0,18/5/2020,0:00:00,87.93,992.75,1.37,293.1,0.008794
185,18/5/2020 0:15,4135001,21.0414368,20.47596227,0,18/5/2020,0:15:00,84.82,994.36,3.35,335.63,0.00257
186,18/5/2020 0:30,4135001,21.14206753,20.531305,0,18/5/2020,0:30:00,84.86,994.48,3.3,336.89,0.002477
187,18/5/2020 0:45,4135001,21.13725773,20.53331707,0,18/5/2020,0:45:00,84.56,994.61,3.28,338.28,0.002342
188,18/5/2020 1:00,4135001,21.07079267,20.48064787,0,18/5/2020,1:00:00,83.94,994.76,3.3,339.78,0.002165
189,18/5/2020 1:15,4135001,20.98966467,20.38562407,0,18/5/2020,1:15:00,83.32,994.91,3.33,341.26,0.001988
190,18/5/2020 1:30,4135001,20.983842,20.376831,0,18/5/2020,1:30:00,82.7,995.06,3.35,342.71,0.001811
191,18/5/2020 1:45,4135001,21.02700587,20.3931762,0,18/5/2020,1:45:00,81.49,995.21,3.38,343.49,0.001691
192,18/5/2020 2:00,4135001,20.96934314,20.333884,0,18/5/2020,2:00:00,79.71,995.38,3.4,343.6,0.001629
193,18/5/2020 2:15,4135001,21.00723073,20.224764,0,18/5/2020,2:15:00,77.97,995.54,3.43,343.72,0.001566
194,18/5/2020 2:30,4135001,21.13065793,20.224632,0,18/5/2020,2:30:00,76.27,995.71,3.45,343.83,0.001504
195,18/5/2020 2:45,4135001,21.2112,20.25803233,0,18/5/2020,2:45:00,74.02,995.84,3.52,343.51,0.001368
196,18/5/2020 3:00,4135001,21.25834353,20.34683027,0,18/5/2020,3:00:00,71.27,995.95,3.61,342.79,0.00116
197,18/5/2020 3:15,4135001,21.35109453,20.8456686,0,18/5/2020,3:15:00,68.63,996.06,3.71,342.12,0.000951
198,18/5/2020 3:30,4135001,21.37037567,21.00739133,0,18/5/2020,3:30:00,66.08,996.17,3.81,341.47,0.000743
199,18/5/2020 3:45,4135001,21.3891804,20.86159873,0,18/5/2020,3:45:00,63.53,996.22,3.89,340.55,0.000691
200,18/5/2020 4:00,4135001,21.4589906,20.88282673,0,18/5/2020,4:00:00,60.99,996.21,3.94,339.35,0.000796
201,18/5/2020 4:15,4135001,21.18773193,20.36523033,0,18/5/2020,4:15:00,58.54,996.2,4,338.18,0.0009
202,18/5/2020 4:30,4135001,21.03696543,19.75568707,0,18/5/2020,4:30:00,56.2,996.19,4.06,337.05,0.001005
203,18/5/2020 4:45,4135001,20.96152547,19.47753107,0,18/5/2020,4:45:00,54.3,996.12,4.04,335.33,0.000947
